Title,Artist,ConstituentID,Date,Medium,Dimensions,CreditLine,AccessionNumber,Classification,Department,DateAcquired,Cataloged,ObjectID,Circumference (cm),Depth (cm),Diameter (cm),Height (cm),Length (cm),Weight (kg),Width (cm),Duration (sec.),ArtistBio,Nationality,Gender,BeginDate,EndDate
23491,Large Check: 2,Sherrie Levine,3515.0,1987,Casein and wax on mahogany,"24 x 20"" (61 x 50.8 cm)",Purchase,28.2004.2,Painting,Painting & Sculpture,2004-03-09,Y,91003,,,,61.1189,,,51.1176,,"American, born 1947",American,Female,1947.0,0.0
23492,Large Check: 3,Sherrie Levine,3515.0,1987,Casein and wax on mahogany,"24 x 20"" (61 x 50.8 cm)",Purchase,28.2004.3,Painting,Painting & Sculpture,2004-03-09,Y,91004,,,,61.2776,,,50.9589,,"American, born 1947",American,Female,1947.0,0.0
23493,Large Check: 4,Sherrie Levine,3515.0,1987,Casein and wax on mahogany,"24 x 20"" (61 x 50.8 cm)",Purchase,28.2004.4,Painting,Painting & Sculpture,2004-03-09,Y,91005,,,,61.2776,,,50.9589,,"American, born 1947",American,Female,1947.0,0.0
23494,Large Check: 5,Sherrie Levine,3515.0,1987,Casein and wax on mahogany,"24 x 20"" (61 x 50.8 cm)",Purchase,28.2004.5,Painting,Painting & Sculpture,2004-03-09,Y,91006,,,,61.2776,,,50.9589,,"American, born 1947",American,Female,1947.0,0.0
23495,Large Check: 6,Sherrie Levine,3515.0,1987,Casein and wax on mahogany,"24 x 20"" (61 x 50.8 cm)",Purchase,28.2004.6,Painting,Painting & Sculpture,2004-03-09,Y,91007,,,,60.9601,,,50.3239,,"American, born 1947",American,Female,1947.0,0.0
23496,Large Check: 7,Sherrie Levine,3515.0,1987,Casein and wax on mahogany,"24 x 20"" (61 x 50.8 cm)",Purchase,28.2004.7,Painting,Painting & Sculpture,2004-03-09,Y,91008,,,,61.2776,,,50.8001,,"American, born 1947",American,Female,1947.0,0.0
23497,Large Check: 8,Sherrie Levine,3515.0,1987,Casein and wax on mahogany,"24 x 20"" (61 x 50.8 cm)",Purchase,28.2004.8,Painting,Painting & Sculpture,2004-03-09,Y,91009,,,,61.2776,,,49.5301,,"American, born 1947",American,Female,1947.0,0.0
23498,Large Check: 9,Sherrie Levine,3515.0,1987,Casein and wax on mahogany,"24 x 20"" (61 x 50.8 cm)",Purchase,28.2004.9,Painting,Painting & Sculpture,2004-03-09,Y,91011,,,,61.2776,,,50.1651,,"American, born 1947",American,Female,1947.0,0.0
23499,Large Check: 10,Sherrie Levine,3515.0,1987,Casein and wax on mahogany,"24 x 20"" (61 x 50.8 cm)",Purchase,28.2004.10,Painting,Painting & Sculpture,2004-03-09,Y,91012,,,,61.2776,,,50.9589,,"American, born 1947",American,Female,1947.0,0.0
23500,Large Check: 11,Sherrie Levine,3515.0,1987,Casein and wax on mahogany,"24 x 20"" (61 x 50.8 cm)",Purchase,28.2004.11,Painting,Painting & Sculpture,2004-03-09,Y,91013,,,,61.2776,,,50.8001,,"American, born 1947",American,Female,1947.0,0.0
23501,Large Check: 12,Sherrie Levine,3515.0,1987,Casein and wax on mahogany,"24 x 20"" (61 x 50.8 cm)",Purchase,28.2004.12,Painting,Painting & Sculpture,2004-03-09,Y,91015,,,,61.2776,,,50.9589,,"American, born 1947",American,Female,1947.0,0.0
23537,Color Structure,Joaquín Torres-García,5907.0,1930,Oil on canvas,"24 x 20"" (61 x 50.8 cm)",The Sidney and Harriet Janis Collection (by exchange),311.2004,Painting,Painting & Sculpture,2004-06-08,Y,91518,,,,60.9601,,,50.8001,,"Uruguayan, 1874–1949",Uruguayan,Male,1874.0,1949.0
23545,Lapeyrouse Wall,Peter Doig,8087.0,2004,Oil on canvas,"6' 6 3/4"" x 8' 2 1/2"" (200 x 250.5 cm)",Gift of Anna Marie and Robert F. Shapiro in honor of Kynaston McShine,316.2004,Painting,Painting & Sculpture,2004-06-08,Y,91765,,,,200.0,,,250.5,,"British, born 1959",British,Male,1959.0,0.0
23546,Craig,Elizabeth Peyton,8042.0,1997,Oil on canvas,"14 x 17"" (35.6 x 43.2 cm)",Gift of David Teiger,328.2004,Painting,Painting & Sculpture,2004-06-08,Y,91766,,,,35.560071120100005,,,43.18008636020001,,"American, born 1965",American,Female,1965.0,0.0
23550,Neoconcrete Relief,Hélio Oiticica,7715.0,1960,Oil on wood,"37 7/8 x 51 1/4"" (96 x 130 cm)",Gift of Patricia Phelps de Cisneros in honor of Gary Garrels,325.2004,Painting,Painting & Sculpture,2004-06-08,Y,91770,,,,96.0,,,130.0,,"Brazilian, 1937–1980",Brazilian,Male,1937.0,1980.0
23552,Woman of the River,Armando Reverón,27447.0,1939,Oil on canvas,"52 x 56 7/8"" (132.1 x 144.5 cm)",Gift of Patricia Phelps de Cisneros in honor of John Elderfield,329.2004,Painting,Painting & Sculpture,2004-06-08,Y,91772,,,,132.1,,,144.5,,"Venezuelan, 1889–1954",Venezuelan,Male,1889.0,1954.0
23554,Construction in White and Black,Joaquín Torres-García,5907.0,1938,Glue tempera on cardboard mounted on wood,"31 3/4 x 40 1/8"" (80.7 x 102 cm)",Gift of Patricia Phelps de Cisneros in honor of David Rockefeller,331.2004,Painting,Painting & Sculpture,2004-06-08,Y,91774,,,,80.7,,,102.0,,"Uruguayan, 1874–1949",Uruguayan,Male,1874.0,1949.0
23555,Large Still Life,Richard Diebenkorn,1539.0,1963,Oil on canvas,"64 1/2 x 70 1/4"" (163.8 x 178.4 cm)",Gift of the Family of Richard Diebenkorn,315.2004,Painting,Painting & Sculpture,2004-06-08,Y,91775,,,,163.8,,,178.4,,"American, 1922–1993",American,Male,1922.0,1993.0
23558,"Empirical Construction, Istanbul",Julie Mehretu,25414.0,2003,Acrylic and ink on canvas,10' x 15' (304.8 x 457.2 cm),Fund for the Twenty-First Century,323.2004,Painting,Painting & Sculpture,2004-06-08,Y,91778,,,,304.8,,,457.2,,"American, born Ethiopia 1970",American,Female,1970.0,0.0
23560,Lawn Party,Alex Katz,3016.0,1965,Oil on canvas,9' x 12' (274.4 x 365.8 cm),Fractional and promised gift of the Ovitz Family Collection,320.2004,Painting,Painting & Sculpture,2004-06-08,Y,91781,,,,274.4,,,365.8,,"American, born 1927",American,Male,1927.0,0.0
23561,Pink Snow,Peter Doig,8087.0,1991,Oil on canvas,"8' x 7' 6"" (243.5 x 198 cm)",Gift of David Teiger,317.2004,Painting,Painting & Sculpture,2004-06-08,Y,91782,,,,243.5,,,198.0,,"British, born 1959",British,Male,1959.0,0.0
23562,The Gardeners,John Currin,8444.0,2001,Oil on canvas,"6' 3"" x 52"" (190.5 x 132 cm)",Gift of David Teiger,314.2004,Painting,Painting & Sculpture,2004-06-08,Y,91783,,,,190.5,,,132.0,,"American, born 1962",American,Male,1962.0,0.0
23563,Wrist Corsage,Lisa Yuskavage,7965.0,1996,Oil on linen,6 x 7' (182.9 x 213.3 cm),Gift of David Teiger,332.2004,Painting,Painting & Sculpture,2004-06-08,Y,91784,,,,182.9,,,213.3,,"American, born 1962",American,Female,1962.0,0.0
24044,More than You Know,Elizabeth Murray,4185.0,1983,"Oil on canvas, nine panels","9' 3"" x 9' x 8"" (281.9 x 274.3 x 20.3 cm)",Gift of Edward R. Broida,749.2005,Painting,Painting & Sculpture,2005-10-06,Y,93354,,20.32,,281.9406,,,274.3205,,"American, 1940–2007",American,Female,1940.0,2007.0
24255,Solitude-Funnel,Suzanne Duchamp,8302.0,1921,"Oil, enamel, cut-and-pasted papers, ink, and pencil on canvas","40 3/8 x 33 1/16"" (102.5 x 84 cm)",Gift of Joan H. Tisch (by exchange),123.2019,Painting,Painting & Sculpture,2019-04-30,Y,94503,,,,102.5,,,84.0,,"French, 1889–1963",French,Female,1889.0,1963.0
24361,Map I (Old Map),Thomas Scheibitz,26103.0,2003-04,"Oil, pigment marker, spray paint, and pencil on canvas","9' 4 1/4"" x 15' 1 1/8"" (284.4 x 460.3 cm)",Fund for the Twenty-First Century,67.2005,Painting,Painting & Sculpture,2005-02-07,Y,94953,,,,284.4,,,460.3,,"German, born 1968",German,Male,1968.0,0.0
24364,I Still Use Brushes,Arman,220.0,1969,"Brushes embedded in plastic, in acrylic box","80 x 80"" (203.2 x 203.2 cm)",Bequest of Richard S. Zeisler,202.2008,Painting,Painting & Sculpture,2008-03-10,Y,95061,,,,203.2004,,,203.2004,,"American, born France. 1928–2005",American,Male,1928.0,2005.0
24365,Expansion in Four Directions,Max Bill,559.0,1961-62,Synthetic polymer paint on canvas,"73 1/2 x 73 1/2"" (186.7 x 186.7 cm)",Bequest of Richard S. Zeisler,204.2008,Painting,Painting & Sculpture,2008-03-10,Y,95064,,,,186.6904,,,186.6904,,"Swiss, 1908–1994",Swiss,Male,1908.0,1994.0
24366,Portrait of Igor Stravinsky,Albert Gleizes,2191.0,1914,Oil on canvas,"51 x 45"" (129.5 x 114.3 cm)",Bequest of Richard S. Zeisler,1447.2007,Painting,Painting & Sculpture,2009-02-11,Y,95069,,,,129.5403,,,114.3002,,"French, 1881–1953",French,Male,1881.0,1953.0
24367,Meditation of the Painter,André Masson,3821.0,1943,Oil on canvas,"52 x 40"" (132.1 x 101.6 cm)",Bequest of Richard S. Zeisler,1454.2007,Painting,Painting & Sculpture,2009-02-11,Y,95077,,,,132.0803,,,101.6002,,"French, 1896–1987",French,Male,1896.0,1987.0
24368,He Did What He Wanted,Yves Tanguy,5804.0,1927,Oil on canvas,"31 1/4 x 25 1/2"" (79.4 x 64.8 cm)",Bequest of Richard S. Zeisler,206.2008,Painting,Painting & Sculpture,2008-03-10,Y,95086,,,,79.3752,,,64.7701,,"American, born France. 1900–1955",American,Male,1900.0,1955.0
24371,Return I,Brice Marden,3758.0,1964-65,Oil on canvas,"50 1/4 x 68 1/4"" (127.6 x 173.4 cm)","Fractional and promised gift of Kathy and Richard S. Fuld, Jr.",977.2005,Painting,Painting & Sculpture,2005-12-12,Y,95227,,,,127.0,,,172.7203,,"American, born 1938",American,Male,1938.0,0.0
24372,Couplet IV,Brice Marden,3758.0,1988-89,Oil on linen,"9' x 60"" (274.3 x 152.4 cm)","Fractional and promised gift of Kathy and Richard S. Fuld, Jr.",979.2005,Painting,Painting & Sculpture,2005-12-12,Y,95259,,,,274.3205,,,152.4003,,"American, born 1938",American,Male,1938.0,0.0
24373,Lethykos (for Tonto),Brice Marden,3758.0,1976,"Oil and beeswax on canvas, four panels","Each panel (left to right) 7' x 24"" (213.4 x 61 cm), 7' x 12"" (213.4 x 30.5 cm), 7' x 12"" (213.4 x 30.5 cm), and 7' x 24"" (213.4 x 61 cm); overall 7' x 6' (213.4 x 182.9 cm)",Fractional and promised gift of Marie-Josée and Henry R. Kravis,978.2005,Painting,Painting & Sculpture,2005-12-12,Y,95292,,0.0,,213.3604,,,60.9601,,"American, born 1938",American,Male,1938.0,0.0
24374,"The Propitious Garden of Plane Image, Third Version",Brice Marden,3758.0,2000-06,"Oil on linen, six panels",6 x 24' (182.9 x 731.5 cm),"Gift of Donald B. and Catherine C. Marron
",698.2006,Painting,Painting & Sculpture,2006-11-13,Y,95295,,,,182.8804,,,731.5215,,"American, born 1938",American,Male,1938.0,0.0
24375,Between White,Kenzo Okada,7902.0,1964,Oil on canvas,"7' 1 1/8"" x 9' 7 1/2"" (216.2 x 293.4 cm)",Gift of Mr. and Mrs. David Rockefeller,532.1992,Painting,Painting & Sculpture,,Y,97946,,,,216.2179,,,293.3706,,"American, 1902–1982",American,Male,1902.0,1982.0
24376,Awning 1,Eberhard Havekost,8192.0,2004,Oil on canvas,"6' 6 3/4"" x 50 1/2"" (200 x 128.3 cm)",Fractional and promised gift of Michael and Judy Ovitz,239.2005,Painting,Painting & Sculpture,2005-05-09,Y,97963,,,,200.0254,,,128.2703,,"German, 1967–2019",German,Male,1967.0,2019.0
24511,Do the Dance,Elizabeth Murray,4185.0,2005,Oil on canvas on wood,"9' 5"" x 11' 3"" x 1 1/2"" (287 x 342.9 x 3.8 cm)","Gift of Jo Carole and Ronald S. Lauder, Agnes Gund, and Arne Glimcher",212.2006.a-e,Painting,Painting & Sculpture,2006-02-13,Y,98564,,3.81,,287.0206,,158.759,342.9007,,"American, 1940–2007",American,Female,1940.0,2007.0
24516,Blue About,Bridget Riley,4929.0,1983/2002,Oil on linen,"5' 11"" x 58 3/4"" (180.7 x 149.2 cm)",Gift of Sid and Mercedes Bass,244.2005,Painting,Painting & Sculpture,2005-05-09,Y,98633,,,,180.6579,,,149.2253,,"British, born 1931",British,Female,1931.0,0.0
24518,Creative Artists Agency (Los Angeles),Sarah Morris,22999.0,2005,Synthetic polymer paint on canvas,"7' 1/4"" x 7' 1/4"" (213.9 x 213.9 cm)",Fund for the Twenty-First Century,643.2005,Painting,Painting & Sculpture,2005-09-07,Y,98635,,,,213.9,,,213.9,,"American, born 1967",American,Female,1967.0,0.0
24519,Ghost,Stefan Kürten,28898.0,2005,Oil and pigmented gesso on canvas,"6' 2"" x 8' 9"" (188 x 266.7 cm)",Fund for the Twenty-First Century,641.2005,Painting,Painting & Sculpture,2005-09-07,Y,98636,,,,187.9604,,,266.7005,,"German, born 1963",German,Male,1963.0,0.0
24520,The Duel,Julian Stanczak,5599.0,1963,Synthetic polymer paint on canvas,"54"" x 6' 6"" (137.2 x 198.1 cm)","Gift of Agnes Gund
",246.2005,Painting,Painting & Sculpture,2005-05-09,Y,98637,,,,137.1603,,,198.1204,,"American, 1928–2017",American,Male,1928.0,2017.0
24521,Ringaround Arosie,Eva Hesse,2623.0,1965,"Pencil, acetone, varnish, enamel paint, ink, and cloth covered electrical wire on papier-mâché and masonite","26 3/8 x 16 1/2 x 4 1/2"" (67 x 41.9 x 11.4 cm)","Fractional and promised gift of Kathy and Richard S. Fuld, Jr.",240.2005,Painting,Painting & Sculpture,2005-05-09,Y,98638,,11.43,,66.9926,,,41.9101,,"American, born Germany. 1936–1970",American,Female,1936.0,1970.0
24523,Group,Magnus Plessen,28765.0,2004,Oil on canvas,"9' 2 1/2"" x 68"" (280.7 x 172.7 cm)",Fund for the Twenty-First Century,644.2005,Painting,Painting & Sculpture,2005-09-07,Y,98640,,,,280.6706,,,172.7203,,"German, born 1967",German,Male,1967.0,0.0
24524,Untitled (Anka),Wilhelm Sasnal,28788.0,2004,Oil on canvas,"23 5/8 x 17 3/4"" (60 x 45 cm)",Fund for the Twenty-First Century,633.2005,Painting,Painting & Sculpture,2005-06-07,Y,98641,,,,60.0,,,45.0,,"Polish, born 1972",Polish,Male,1972.0,0.0
24528,Rebus,Robert Rauschenberg,4823.0,1955,"Oil, synthetic polymer paint, pencil, crayon, pastel, cut-and-pasted printed and painted papers, and fabric on canvas mounted and stapled to fabric, three panels","8' x 10' 11 1/8"" (243.8 x 333.1 cm) 
","Partial and promised gift of Jo Carole and Ronald S. Lauder and bequest of Virginia C. Field, gift of Mr. and Mrs. Peter A. Rübel, and gift of Jay R. Braus (all by exchange)",243.2005.a-c,Painting,Painting & Sculpture,2005-05-09,Y,98673,,,,243.8405,,,333.1,,"American, 1925–2008",American,Male,1925.0,2008.0
24529,Presentation,Dana Schutz,28798.0,2005,Oil on canvas,10 x 14' (304.8 x 426.7 cm),Fractional and promised gift of Michael and Judy Ovitz,245.2005,Painting,Painting & Sculpture,2005-05-09,Y,98800,,,,304.8006,,,426.7209,,"American, born 1976",American,Female,1976.0,0.0
24543,Seated Woman Being Served Tea by Standing Companion,David Hockney,2678.0,1963,Oil on canvas,"7' 1/8"" x 6' 5 7/8"" (213.7 x 197.8 cm)","Gift of Donald L. Bryant, Jr. and bequest of Richard S. Zeisler (by exchange)",639.2005,Painting,Painting & Sculpture,2005-09-07,Y,99391,,,,213.6779,,,197.8029,,"British, born 1937",British,Male,1937.0,0.0
24545,Los Angeles No. 4 (Barnes),R. B. Kitaj,3121.0,2000,Oil on canvas,"72 x 36"" (182.9 x 91.4 cm)",Gift of the artist,640.2005,Painting,Painting & Sculpture,2005-09-07,Y,100075,,,,182.8804,,,91.4402,,"American, 1932–2007",American,Male,1932.0,2007.0
24552,Not Titled,Richard Wright,28862.0,2005,Gouache on wall,Dimensions variable,Fund for the Twenty-First Century,645.2005,Painting,Painting & Sculpture,2005-09-07,Y,100121,,,,,,,,,"British, born 1960",American,Male,1960.0,0.0
24556,Three Women,Richard Artschwager,19.0,1963,Synthetic polymer paint on board with metal frame,"49 1/2 x 48 7/8"" (125.7 x 124.1 cm) including frame",Gift of Edward R. Broida,647.2005,Painting,Painting & Sculpture,2005-10-06,Y,100187,,,,123.1902,,,121.9202,,"American, 1923–2013",American,Male,1923.0,2013.0
24557,Johnson Wax Building,Richard Artschwager,19.0,1974,Synthetic polymer paint on board with metal frame,"47 1/2 x 59 1/2"" (120.7 x 151.1 cm) including frame",Gift of Edward R. Broida,648.2005,Painting,Painting & Sculpture,2005-10-06,Y,100188,,,,120.6502,,,151.1303,,"American, 1923–2013",American,Male,1923.0,2013.0
24558,Splatter Table,Richard Artschwager,19.0,1997-98,"Synthetic polymer paint and formica on wood with metal plate, five parts","6' 4"" x 8' 2"" (193 x 248.9 cm)",Gift of Edward R. Broida,649.2005,Painting,Painting & Sculpture,2005-10-06,Y,100189,,,,193.0404,,,248.9205,,"American, 1923–2013",American,Male,1923.0,2013.0
24559,Rhapsody,Jennifer Bartlett,357.0,1975-76,"Enamel on steel, 987 plates","Each plate 12 x 12"" (30.4 x 30.4 cm); overall approximately 7' 6"" x 153' (228.6 x 4663.4 cm)",Gift of Edward R. Broida,650.2005,Painting,Painting & Sculpture,2005-10-06,Y,100190,,,,228.6005,,,4663.4493,,"American, born 1941",American,Female,1941.0,0.0
24560,Belfast,Jake Berthot,529.0,1981,Oil on canvas,"6' 1 1/2"" x 49 1/4"" (186.7 x 125.1 cm)",Gift of Edward R. Broida,658.2005,Painting,Painting & Sculpture,2005-10-06,Y,100197,,,,186.6904,,,125.0953,,"American, 1939–2014",American,Male,1939.0,2014.0
24561,Room,Jake Berthot,529.0,1979,Oil on canvas,"6' x 60"" (182.9 x 152.4 cm)",Gift of Edward R. Broida,652.2005,Painting,Painting & Sculpture,2005-10-06,Y,100199,,,,182.8804,,,152.4003,,"American, 1939–2014",American,Male,1939.0,2014.0
24562,Greenpoint,Jake Berthot,529.0,1971,Synthetic polymer paint on canvas,7 x 6' (213.4 x 182.9 cm),Gift of Edward R. Broida,651.2005,Painting,Painting & Sculpture,2005-10-06,Y,100203,,,,213.3604,,,182.8804,,"American, 1939–2014",American,Male,1939.0,2014.0
24563,Anawanda,Jake Berthot,529.0,1985,Oil on linen,"48 1/4 x 35 1/4"" (122.6 x 89.5 cm)",Gift of Edward R. Broida,663.2005,Painting,Painting & Sculpture,2005-10-06,Y,100204,,,,122.5552,,,89.5352,,"American, 1939–2014",American,Male,1939.0,2014.0
24564,April '59 Ronco,Julius Bissier,573.0,1959,Oil on canvas,"7 1/2 x 9"" (19.1 x 22.9 cm)",Gift of Edward R. Broida,668.2005,Painting,Painting & Sculpture,2005-10-06,Y,100205,,,,19.05,,,22.86,,"German, 1893–1965",German,Male,1893.0,1965.0
24565,7.XI.57,Julius Bissier,573.0,1957,Egg and oil on canvas,"9 x 7 3/4"" (22.9 x 19.7 cm)",Gift of Edward R. Broida,666.2005,Painting,Painting & Sculpture,2005-10-06,Y,100206,,,,22.86,,,19.685,,"German, 1893–1965",German,Male,1893.0,1965.0
24566,28-Sep-57,Julius Bissier,573.0,1957,Egg and oil on canvas,"8 3/8 x 8 5/8"" (21.3 x 21.9 cm)",Gift of Edward R. Broida,665.2005,Painting,Painting & Sculpture,2005-10-06,Y,100207,,,,21.2725,,,21.9075,,"German, 1893–1965",German,Male,1893.0,1965.0
24569,Gun with Hand #1,Vija Celmins,1048.0,1964,Oil on canvas,"24 1/2 x 34 1/2"" (62.2 x 87.6 cm)",Gift of Edward R. Broida in honor of John Elderfield,669.2005,Painting,Painting & Sculpture,2005-10-06,Y,100222,,,,62.2301,,,87.6302,,"American, born Latvia 1938",American,Female,1938.0,0.0
24570,Flying Fortress,Vija Celmins,1048.0,1966,Oil on canvas,"16 x 26"" (40.6 x 66 cm)",Gift of Edward R. Broida,672.2005,Painting,Painting & Sculpture,2005-10-06,Y,100223,,,,40.6401,,,66.0401,,"American, born Latvia 1938",American,Female,1938.0,0.0
24572,Web #3,Vija Celmins,1048.0,2000-02,Oil on linen,"15 x 18"" (38.1 x 45.7 cm)",Gift of Edward R. Broida,686.2005,Painting,Painting & Sculpture,2005-10-06,Y,100226,,,,38.1001,,,45.7201,,"American, born Latvia 1938",American,Female,1938.0,0.0
24573,Breaking,Sue Coe,1170.0,1984,Mixed media on canvas,"7' 7"" x 10' 1"" (231.1 x 307.3 cm)",Gift of Edward R. Broida,688.2005,Painting,Painting & Sculpture,2005-10-06,Y,100228,,,,231.1405,,,307.3406,,"British and American, born 1951",British,Female,1951.0,0.0
24584,Gladiators,Philip Guston,2419.0,1940,Oil and pencil on canvas,"24 1/2 x 28 1/8"" (62.2 x 71.4 cm)",Gift of Edward R. Broida,701.2005,Painting,Painting & Sculpture,2005-10-06,Y,100241,,,,62.2301,,,71.4376,,"American, born Canada. 1913–1980",American,Male,1913.0,1980.0
24585,Inhabiter,Philip Guston,2419.0,1965,Oil on canvas,"6' 4 1/8"" x 6' 7 1/4"" (193.4 x 201.3 cm)",Gift of Edward R. Broida,709.2005,Painting,Painting & Sculpture,2005-10-06,Y,100248,,,,193.3579,,,201.2954,,"American, born Canada. 1913–1980",American,Male,1913.0,1980.0
24586,Edge of Town,Philip Guston,2419.0,1969,Oil on canvas,"6' 5 1/8"" x 9' 2 1/2"" (195.6 x 280.7 cm)",Gift of Edward R. Broida,717.2005,Painting,Painting & Sculpture,2005-10-06,Y,100250,,,,195.5804,,,280.6706,,"American, born Canada. 1913–1980",American,Male,1913.0,1980.0
24587,Deluge II,Philip Guston,2419.0,1975,Oil on canvas,"6' 7 3/8"" x 9' 3"" (201.6 x 281.9 cm)",Gift of Edward R. Broida,722.2005,Painting,Painting & Sculpture,2005-10-06,Y,100253,,,,201.6129,,,281.9406,,"American, born Canada. 1913–1980",American,Male,1913.0,1980.0
24588,Web,Philip Guston,2419.0,1975,Oil on canvas,"67"" x 8' 1 1/4"" (170.2 x 247 cm)",Gift of Edward R. Broida,723.2005,Painting,Painting & Sculpture,2005-10-06,Y,100254,,,,170.1803,,,247.0155,,"American, born Canada. 1913–1980",American,Male,1913.0,1980.0
24589,Cherries,Philip Guston,2419.0,1976,Oil on canvas,"68 5/8 x 9' 8 5/8"" (174.3 x 296.2 cm)",Gift of Edward R. Broida in honor of Glenn D. Lowry,724.2005,Painting,Painting & Sculpture,2005-10-06,Y,100255,,,,174.3078,,,296.2281,,"American, born Canada. 1913–1980",American,Male,1913.0,1980.0
24590,Green Rug,Philip Guston,2419.0,1976,Oil on canvas,"7' 10"" x 68 1/2"" (238.8 x 174 cm)",Gift of Edward R. Broida in honor of Ann Temkin,725.2005,Painting,Painting & Sculpture,2005-10-06,Y,100256,,,,238.7605,,,173.9903,,"American, born Canada. 1913–1980",American,Male,1913.0,1980.0
24591,Source,Philip Guston,2419.0,1976,Oil on canvas,"6' 3"" x 9' 9"" (190.5 x 297.2 cm)",Gift of Edward R. Broida in honor of Uncle Sidney Feldman,726.2005,Painting,Painting & Sculpture,2005-10-06,Y,100257,,,,190.5004,,,297.1806,,"American, born Canada. 1913–1980",American,Male,1913.0,1980.0
24592,Talking,Philip Guston,2419.0,1979,Oil on canvas,"68 1/8"" x 6' 6 1/4"" (173 x 198.8 cm)",Gift of Edward R. Broida,727.2005,Painting,Painting & Sculpture,2005-10-06,Y,100272,,,,173.0378,,,198.7554,,"American, born Canada. 1913–1980",American,Male,1913.0,1980.0
24593,Head,Philip Guston,2419.0,1968,Oil on board,"18 x 20"" (45.7 x 50.8 cm)",Gift of Edward R. Broida,715.2005,Painting,Painting & Sculpture,2005-10-06,Y,100274,,,,45.7201,,,50.8001,,"American, born Canada. 1913–1980",American,Male,1913.0,1980.0
24594,Painter in Bed,Philip Guston,2419.0,1973,Oil on canvas,"59 5/8"" x 8' 8 1/4"" (151.4 x 264.8 cm)",Gift of Edward R. Broida,719.2005,Painting,Painting & Sculpture,2005-10-06,Y,100276,,,,151.4478,,,264.7955,,"American, born Canada. 1913–1980",American,Male,1913.0,1980.0
24597,Beasts and Burdens,Neil Jenney,2904.0,1970,"Synthetic polymer paint on canvas, with painted wood frame","58 3/8"" x 10' 6 7/8"" (148.3 x 322.3 cm) including frame",Gift of Edward R. Broida,742.2005,Painting,Painting & Sculpture,2005-10-06,Y,100282,,10.16,,148.5903,,,322.5806,,"American, born 1945",American,Male,1945.0,0.0
24598,Biosphere #4,Neil Jenney,2904.0,1971-76,"Oil on wood, with painted wood frame","32 1/2"" x 21' 6 1/2"" x 6 1/2"" (82.6 x 656.6 x 16.5 cm)",Gift of Edward R. Broida,743.2005.a-b,Painting,Painting & Sculpture,2005-10-06,Y,100283,,16.51,,82.5502,,,656.5913,,"American, born 1945",American,Male,1945.0,0.0
24599,Terrace Positano,Bob Kane,2983.0,1983,Oil on canvas,"43 7/8 x 6' 1/4"" (111.4 x 183.5 cm)",Gift of Edward R. Broida,744.2005,Painting,Painting & Sculpture,2005-10-06,Y,100284,,,,111.7602,,,182.8804,,"American, 1937–2013",American,Male,1937.0,2013.0
24600,Untitled,Bob Kane,2983.0,1985,Oil on canvas,"50 1/8 x 40 1/8"" (127.3 x 101.9 cm)",Gift of Edward R. Broida,745.2005,Painting,Painting & Sculpture,2005-10-06,Y,100285,,,,127.0003,,,101.6002,,"American, 1937–2013",American,Male,1937.0,2013.0
24615,Ivory Sliver,Harvey Quaytman,4767.0,1986,Synthetic polymer paint and rust on canvas,"28 1/8 x 28 1/4"" (71.4 x 71.8 cm)",Gift of Edward R. Broida,765.2005,Painting,Painting & Sculpture,2005-10-06,Y,100303,,,,71.4376,,,71.7551,,"American, 1937–2002",American,Male,1937.0,2002.0
24616,The Illusionist,Harvey Quaytman,4767.0,1997,Synthetic polymer paint on canvas,"9' 5 1/4"" x 9' 5 1/4"" (287.7 x 287.7 cm)",Gift of Edward R. Broida,768.2005,Painting,Painting & Sculpture,2005-10-06,Y,100304,,,,287.6556,,,287.6556,,"American, 1937–2002",American,Male,1937.0,2002.0
24617,The Millers Delight,Harvey Quaytman,4767.0,1992,Synthetic polymer paint and rust on canvas,"60 x 60 1/8"" (152.4 x 152.7 cm)",Gift of Edward R. Broida,766.2005,Painting,Painting & Sculpture,2005-10-06,Y,100305,,,,152.4003,,,152.7178,,"American, 1937–2002",American,Male,1937.0,2002.0
24618,Triphammer Bridge,Susan Rothenberg,5044.0,1974,Synthetic polymer paint and tempera on canvas,"67 1/8"" x 9' 7 3/8"" (170.5 x 292.1 cm)",Gift of Edward R. Broida,769.2005,Painting,Painting & Sculpture,2005-10-06,Y,100307,,,,170.4978,,,292.1006,,"American, 1945–2020",American,Female,1945.0,2020.0
24619,Black in Place,Susan Rothenberg,5044.0,1976,Synthetic polymer paint and tempera on canvas,"68 1/4"" x 7' 1 1/2"" (174 x 217.2 cm)",Gift of Edward R. Broida,770.2005,Painting,Painting & Sculpture,2005-10-06,Y,100308,,,,173.3553,,,217.1704,,"American, 1945–2020",American,Female,1945.0,2020.0
24620,Smoker,Susan Rothenberg,5044.0,1978-79,Synthetic polymer paint and Flashe paint on canvas,"62 1/2 x 45"" (158.8 x 114.3 cm)",Gift of Edward R. Broida,771.2005,Painting,Painting & Sculpture,2005-10-06,Y,100309,,,,158.1153,,,114.3002,,"American, 1945–2020",American,Female,1945.0,2020.0
